"Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","market_value_2021","market_value_2022"
"Leverkusen","Bundesliga","Lennart Grill","GER","GK","22",1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,34,47,72.3,792,519,14,14,100,11,11,100,8,21,38.1,0,0,0,0,0,0,0,0,47,32,15,5,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,50,45,50,0,0,0,50,0,0,NA,0,NA,31,167,80,0,0,0,0,0,23,0,1,90,90,2.9,1,1,90,1,0,NA,14,3,5,2,3,3,2.09,2,1.7,0.2,0.22,-0.34,0,0,0,0,0,0,0,0,0,1,0,0,NA,2,2,6,5,66.7,1,0,0,0,0,0,0,0,0,NA,2,0,0,0,1,1.8,0.31,0.8,0.84,5,17,29.4,37,7,29.7,28.5,10,60,43.8,12,0,0,0,0,12,1500000,1000000
"Leverkusen","Bundesliga","Piero Hincapié","ECU","DF","19",2002,27,20,1754,19.5,1,2,3,1,0,0,5,0,0.6,0.6,1.2,1.8,43,73,34,0.05,0.1,0.15,0.05,0.15,0.03,0.06,0.09,0.03,0.09,1,9,1,11.1,0.46,0.05,0.11,1,15.1,0,0,0,0.07,0.4,0.4,971,1198,81.1,16256,5693,439,475,92.4,440,505,87.1,68,139,48.9,1.2,1.6,0.8,10,49,9,4,73,1198,1060,137,14,2,1,20,104,0,0,0,0,971,1,29,17,0.87,16,0,0,1,0,0,4,0.21,3,0,0,1,0,0,33,23,23,8,2,19,25,76,6,34,15,19,33,66,56,2,1446,138,572,766,114,13,1446,29,15,51.7,14,48.3,850,4872,2815,43,20,1,26,13,875,34,27,1754,65,57.3,19.5,20,81,14,7,20,2,2,47,29,18,0.92,-0.11,38.5,24,14.4,0.74,0.45,0,23,15,3,20,23,0,0,0,130,56,40,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000000,17000000
"Leverkusen","Bundesliga","Lukáš Hrádecký","FIN","GK","31",1989,32,32,2880,32,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,969,1260,76.9,24679,17459,194,194,100,493,498,99,281,565,49.7,0,0.1,0,0,7,0,0,1,1260,990,269,60,0,2,0,0,0,0,0,0,969,1,1,4,0.12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,0,0,0,0,1,10,1,1336,1073,1327,9,0,0,1336,0,0,NA,0,NA,802,3995,2261,0,0,0,0,0,698,1,32,2880,90,94.1,32,32,90,32,0,NA,1,1.81,73,44,29,0.91,-1.09,58.5,41.2,17.3,0.54,-0.11,0,0,2,0,0,1,0,0,0,55,8,0,100,44,1.37,154,109,72.7,17,7,8,8,25,4,2,1,1,33.3,44,2,2,6,0,41.9,0.26,-2.1,-0.07,130,381,34.1,1050,173,27.8,30.6,209,42.6,37.4,385,17,4.4,45,1.41,17.5,6000000,5000000
"Leverkusen","Bundesliga","Odilon Kossonou","CIV","DF","20",2001,27,20,1793,19.9,0,1,1,0,0,0,3,0,0.1,0.1,1.1,1.3,13,53,20,0,0.05,0.05,0,0.05,0.01,0.06,0.06,0.01,0.06,0,4,1,25,0.2,0.05,0,0,14.2,0,0,0,0.03,-0.1,-0.1,977,1182,82.7,18518,6759,359,400,89.8,493,561,87.9,108,174,62.1,1.1,0.2,-0.1,5,47,3,1,53,1182,1074,105,19,0,9,5,86,0,0,0,0,977,3,15,16,0.8,14,0,0,1,0,1,1,0.05,1,0,0,0,0,0,23,17,16,6,1,15,25,60,10,36,14,22,26,49,66,0,1383,117,640,666,86,9,1383,18,12,66.7,6,33.3,760,3809,2110,13,9,1,17,10,862,20,27,1793,66,58.6,19.9,20,86,16,7,12,2,2,43,24,19,0.95,-0.04,33.3,27.8,5.5,0.28,-0.66,0,15,7,0,5,17,0,1,0,140,30,26,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000000,20000000
"Leverkusen","Bundesliga","Andrey Lunyov","RUS","GK","29",1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,43,49,87.8,1028,707,9,9,100,27,27,100,7,13,53.8,0,0,0,0,0,0,0,0,49,43,6,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,49,40,49,0,0,0,49,0,0,NA,0,NA,37,188,112,0,0,0,0,0,33,0,1,90,90,2.9,1,1,90,1,0,NA,23,3,2,1,1,1,0.03,2.2,1.1,1.1,1.08,0.55,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,1,2,1,50,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0.4,0.19,-0.6,-0.62,4,10,40,43,5,14,25.4,6,66.7,53.7,21,0,0,0,0,13,5000000,2500000
"Leverkusen","Bundesliga","Exequiel Palacios","ARG","MF","22",1998,23,12,1097,12.2,2,2,4,2,0,0,2,0,0.8,0.8,2.2,2.9,10,77,17,0.16,0.16,0.33,0.16,0.33,0.06,0.18,0.24,0.06,0.24,2,10,4,40,0.82,0.33,0.2,0.5,30.8,0,0,0,0.08,1.2,1.2,677,796,85.1,11225,4122,333,375,88.8,257,289,88.9,61,83,73.5,2.2,1.8,-0.2,8,78,9,0,77,796,763,27,18,7,5,8,5,3,2,0,0,677,6,7,26,2.14,24,0,1,0,0,1,4,0.33,4,0,0,0,0,0,30,19,12,14,4,15,38,39.5,23,20,1,19,28,58,11,2,921,30,247,561,126,5,921,11,6,54.5,5,45.5,519,2070,966,10,14,2,13,13,624,17,23,1097,48,35.8,12.2,12,74,3,11,19,3,1.83,25,15,10,0.82,-0.23,20.7,15.4,5.2,0.43,-0.18,0,11,17,0,8,19,0,0,0,131,7,7,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000000,15000000
"Leverkusen","Bundesliga","Paulinho","BRA","FW,MF","21",2000,24,14,1218,13.5,4,1,5,4,0,0,1,0,4.1,4.1,2.1,6.2,58,43,121,0.3,0.07,0.37,0.3,0.37,0.3,0.15,0.46,0.3,0.46,4,27,14,51.9,2,1.03,0.15,0.29,13.7,0,0,0,0.15,-0.1,-0.1,401,505,79.4,5103,1249,252,282,89.4,104,127,81.9,13,24,54.2,2.1,2.1,-1.1,21,21,14,2,43,505,484,18,2,2,1,20,3,11,7,0,0,401,3,19,51,3.77,33,4,3,5,5,1,8,0.59,5,0,2,1,0,0,22,13,6,13,3,13,27,48.1,14,14,1,13,6,28,7,0,683,11,75,316,308,63,683,53,27,50.9,26,49.1,443,3305,1618,58,49,18,38,19,524,121,24,1218,51,39.8,13.5,14,74,3,10,18,8,1.79,30,19,11,0.81,-0.26,24.4,17.7,6.8,0.5,-0.08,0,10,17,3,20,13,1,0,0,58,8,12,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000000,11000000
"Leverkusen","Bundesliga","Joel Pohjanpalo","FIN","FW","26",1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,1,3,33.3,6,0,1,1,100,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,3,0,1,2,0,0,3,0,0,NA,0,NA,0,0,0,0,0,0,0,0,3,0,2,12,6,0.4,0.1,0,NA,0,2,6,1,2,1,0,1,7.5,6.56,0.1,0.5,-0.4,-2.94,-3.51,0,1,0,1,0,0,0,0,0,0,1,2,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,2500000
"Leverkusen","Bundesliga","Panagiotis Retsos","GRE","DF,FW","22",1998,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.15,0,0.15,0.15,0.15,0,1,0,0,2.81,0,0,NA,8.7,0,0,0,0.05,-0.1,-0.1,10,12,83.3,171,82,4,5,80,6,7,85.7,0,0,NA,0,0,0,0,2,0,0,1,12,11,1,1,0,0,0,0,0,0,0,0,10,0,0,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,1,15,2,7,7,1,1,15,1,1,100,0,0,10,61,30,0,0,0,0,0,11,0,4,32,8,1,0.4,0,NA,0,4,8,14,1.75,0,1,-1,-2.81,-3.82,0.8,0.4,0.4,1.09,0.55,0,0,1,0,0,0,0,0,0,2,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500000,2800000
"Leverkusen","Bundesliga","Patrik Schick","CZE","FW","25",1996,27,26,2076,23.1,24,3,27,23,1,2,0,0,18.1,16.5,2.5,19,21,25,138,1.04,0.13,1.17,1,1.13,0.78,0.11,0.89,0.72,0.83,24,88,43,48.9,3.82,1.86,0.26,0.53,12.8,2,1,2,0.19,5.9,6.5,282,413,68.3,3833,712,157,218,72,88,116,75.9,12,18,66.7,2.5,1.5,0.5,16,11,6,0,25,413,388,24,1,0,1,3,1,0,0,0,0,282,1,11,50,2.17,34,0,3,11,2,0,14,0.61,10,0,2,1,1,0,5,2,2,2,1,1,9,11.1,8,6,1,5,3,8,28,0,675,37,53,327,298,140,673,41,15,36.6,26,63.4,362,1440,583,21,11,18,60,21,529,138,27,2076,77,67.8,23.1,26,79,5,1,26,0,1.96,60,35,25,1.08,0.35,42.1,31.1,11,0.48,-0.22,0,13,22,6,3,2,0,0,0,34,55,73,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23000000,50000000
"Leverkusen","Bundesliga","Zidan Sertdemir","DEN","MF,FW","16",2005,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,5,7,71.4,110,43,2,2,100,2,4,50,1,1,100,0.1,0.1,-0.1,1,0,1,0,1,7,4,3,0,0,0,3,0,3,3,0,0,5,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,NA,0,0,0,0,0,2,0,0,12,0,2,5,5,0,12,0,0,NA,0,NA,5,23,5,0,1,0,1,3,6,1,3,18,6,0.6,0.2,0,NA,0,3,6,4,1.33,1,0,1,5,4.05,0.7,0,0.7,3.25,2.72,0,0,0,0,3,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000000
"Leverkusen","Bundesliga","Daley Sinkgraven","NED","DF","26",1995,12,3,351,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,8,18,16,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13,0,1,1,100,0.26,0.26,0,0,11.7,0,0,0,0.21,-0.2,-0.2,164,204,80.4,2615,805,85,91,93.4,65,80,81.3,9,24,37.5,0.3,0.2,-0.3,2,17,4,1,18,204,166,37,2,0,0,7,34,1,1,0,0,164,1,2,6,1.53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,2,3,7,42.9,4,3,1,2,3,9,6,0,239,12,78,118,45,4,239,8,5,62.5,3,37.5,144,786,387,8,5,0,5,5,146,16,12,351,29,11.5,3.9,3,76,0,9,14,18,2.17,9,2,7,1.79,0.93,8,4.3,3.7,0.95,0.46,0,0,3,0,7,2,0,0,0,22,3,7,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000000,4000000
"Leverkusen","Bundesliga","Jonathan Tah","GER","DF","25",1996,33,33,2878,32,2,2,4,2,0,0,4,0,1.2,1.2,1.9,3.1,18,102,6,0.06,0.06,0.13,0.06,0.13,0.04,0.06,0.1,0.04,0.1,2,16,3,18.8,0.5,0.09,0.13,0.67,10.4,0,0,0,0.08,0.8,0.8,1685,1913,88.1,32356,10985,534,594,89.9,989,1066,92.8,146,220,66.4,1.9,1,0.1,9,77,3,1,102,1913,1861,51,31,5,6,2,4,0,0,0,0,1685,1,8,23,0.72,20,0,0,3,0,0,3,0.09,2,0,0,1,0,0,25,18,19,5,1,17,33,51.5,16,31,20,11,43,68,156,0,2258,291,1167,1046,59,24,2258,21,16,76.2,5,23.8,1344,7234,3964,18,10,1,19,11,1508,6,33,2878,87,94.1,32,33,87,29,0,NA,0,1.85,76,45,31,0.97,-0.02,59.2,42.4,16.9,0.53,-0.35,0,19,10,1,2,18,0,0,0,184,96,29,76.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22000000,25000000
"Leverkusen","Bundesliga","Edmond Tapsoba","BFA","DF","22",1999,22,19,1814,20.2,1,0,1,1,0,0,1,0,0.4,0.4,0,0.4,13,89,5,0.05,0,0.05,0.05,0.05,0.02,0,0.02,0.02,0.02,1,6,1,16.7,0.3,0.05,0.17,1,9.8,0,0,0,0.07,0.6,0.6,1265,1433,88.3,25285,8771,356,388,91.8,747,790,94.6,144,215,67,0,0.3,0,1,63,1,0,89,1433,1353,77,35,1,8,0,2,0,0,0,0,1265,3,12,10,0.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,17,24,10,1,20,32,62.5,12,27,15,12,29,64,72,1,1648,194,868,756,36,18,1648,13,12,92.3,1,7.7,1105,6241,3632,13,1,0,16,3,1114,5,22,1814,82,59.3,20.2,19,90,19,3,35,1,1.73,43,26,17,0.84,-0.31,36.6,22.3,14.3,0.71,0.4,0,19,6,1,0,17,0,1,0,171,42,16,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40000000,35000000
"Leverkusen","Bundesliga","Florian Wirtz","GER","MF,FW","18",2003,24,22,1851,20.6,7,10,17,7,0,0,2,0,5.4,5.4,7.7,13.1,75,136,134,0.34,0.49,0.83,0.34,0.83,0.26,0.37,0.64,0.26,0.64,7,36,13,36.1,1.75,0.63,0.19,0.54,17.5,1,0,0,0.15,1.6,1.6,664,895,74.2,10797,3238,317,391,81.1,255,323,78.9,53,101,52.5,7.7,7.5,2.3,59,65,50,2,136,895,788,100,18,16,3,63,14,35,17,16,0,664,7,15,117,5.69,85,10,13,5,3,1,23,1.12,15,3,5,0,0,0,25,10,6,16,3,10,28,35.7,18,12,1,11,13,38,4,0,1136,8,108,567,489,76,1136,85,55,64.7,30,35.3,672,4065,2328,75,62,19,75,34,802,134,24,1851,77,60.5,20.6,22,83,8,2,18,0,1.79,55,34,21,1.02,0.13,37.7,28.5,9.1,0.44,-0.27,0,15,25,10,63,10,1,0,0,106,7,23,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45000000,70000000
"Lille","Ligue 1","Benjamin André","FRA","MF","30",1990,33,33,2752,30.6,2,1,3,2,0,0,12,1,1.4,1.4,1.3,2.7,38,178,59,0.07,0.03,0.1,0.07,0.1,0.05,0.04,0.09,0.05,0.09,2,18,5,27.8,0.59,0.16,0.11,0.4,14.5,0,0,0,0.08,0.6,0.6,1404,1766,79.5,22765,6915,691,804,85.9,524,623,84.1,113,187,60.4,1.3,1.3,-0.3,15,145,12,2,178,1766,1705,55,44,4,19,19,11,0,0,0,0,1404,6,33,56,1.83,46,2,2,3,1,2,5,0.16,4,0,0,1,0,0,123,69,49,65,9,51,113,45.1,62,49,11,38,50,173,56,0,2175,101,546,1315,341,36,2175,25,20,80,5,20,1251,6220,2882,38,34,2,54,26,1372,59,33,2752,83,80.5,30.6,33,83,21,0,NA,0,1.36,35,41,-6,-0.2,-1,40.5,30.4,10.1,0.33,0.27,1,67,57,2,19,69,0,2,0,296,97,81,54.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000000,12000000
"Lille","Ligue 1","Jonathan Bamba","FRA","MF,FW","25",1996,31,28,2428,27,1,2,3,1,0,0,3,0,3,3,3.7,6.7,101,116,200,0.04,0.07,0.11,0.04,0.11,0.11,0.14,0.25,0.11,0.25,1,51,12,23.5,1.89,0.44,0.02,0.08,19.9,2,0,0,0.06,-2,-2,866,1148,75.4,13258,4314,511,587,87.1,235,301,78.1,79,154,51.3,3.7,4.8,-1.7,46,76,34,8,116,1148,1003,139,33,3,4,115,37,69,27,33,0,866,6,37,89,3.3,47,25,9,3,4,1,7,0.26,5,0,1,1,0,0,30,12,13,9,8,13,36,36.1,23,24,1,23,21,51,10,0,1504,16,182,689,661,80,1504,103,34,33,69,67,1018,6405,3121,101,63,36,76,57,1064,200,31,2428,78,71,27,28,83,10,3,31,0,1.35,31,31,0,0,0,34,26.3,7.7,0.29,0.02,0,11,56,14,115,12,0,0,0,169,16,19,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000000,17000000
"Lille","Ligue 1","Hatem Ben Arfa","FRA","FW,MF","34",1987,7,4,314,3.5,0,1,1,0,0,0,1,0,0.3,0.3,0.7,0.9,12,14,18,0,0.29,0.29,0,0.29,0.07,0.19,0.26,0.07,0.26,0,3,1,33.3,0.86,0.29,0,0,16.6,1,0,0,0.09,-0.3,-0.3,132,153,86.3,1922,355,77,80,96.3,40,49,81.6,8,13,61.5,0.7,1.1,0.3,6,5,4,0,14,153,134,18,3,1,0,7,1,6,0,6,0,132,1,1,13,3.73,9,2,1,1,0,0,2,0.57,1,0,1,0,0,0,4,2,2,1,1,2,4,50,2,3,0,3,0,4,1,0,190,1,18,87,93,12,190,15,7,46.7,8,53.3,130,943,381,12,13,6,12,10,147,18,7,314,45,9.2,3.5,4,66,0,3,17,2,1.29,4,6,-2,-0.57,-0.63,4.5,6.7,-2.2,-0.63,-1,0,7,4,2,7,2,0,0,0,13,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,1500000
"Lille","Ligue 1","Sven Botman","NED","DF","21",2000,25,25,2250,25,3,1,4,3,0,0,4,0,1.6,1.6,0.2,1.9,12,79,0,0.12,0.04,0.16,0.12,0.16,0.06,0.01,0.07,0.06,0.07,3,15,5,33.3,0.6,0.2,0.2,0.6,10.8,0,0,0,0.11,1.4,1.4,1340,1525,87.9,26020,10123,488,531,91.9,662,714,92.7,170,238,71.4,0.2,0.5,0.8,7,58,3,0,79,1525,1464,57,52,0,22,0,4,0,0,0,0,1340,4,11,18,0.72,16,1,1,0,0,0,2,0.08,1,1,0,0,0,0,24,11,13,11,0,12,18,66.7,6,32,21,11,26,50,116,0,1762,218,903,832,39,22,1762,5,5,100,0,0,1065,5127,2719,12,4,0,9,2,1212,0,25,2250,90,65.8,25,25,90,25,0,NA,1,1.6,33,33,0,0,0,30.8,28.3,2.5,0.1,-0.53,0,16,13,1,0,11,0,2,0,113,57,28,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28000000,30000000
"Lille","Ligue 1","Domagoj Bradarić","CRO","DF","21",1999,15,2,417,4.6,0,0,0,0,0,0,2,0,0.1,0.1,0.7,0.8,11,15,21,0,0,0,0,0,0.01,0.16,0.17,0.01,0.17,0,1,0,0,0.22,0,0,NA,21.5,0,0,0,0.05,-0.1,-0.1,220,297,74.1,3571,1028,109,126,86.5,92,116,79.3,16,43,37.2,0.7,0.8,-0.7,6,19,3,2,15,297,241,55,14,0,1,21,38,3,2,1,0,220,1,5,10,2.16,8,2,0,0,0,0,0,0,0,0,0,0,0,0,11,9,8,2,1,7,12,58.3,5,5,2,3,10,21,7,1,342,13,96,153,95,2,342,5,2,40,3,60,206,1180,639,11,11,1,5,4,196,21,15,417,28,12.2,4.6,2,90,2,13,18,16,1.4,7,6,1,0.22,0.25,8.1,5.2,2.9,0.62,0.38,0,5,7,0,21,9,0,0,0,27,5,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,3500000
